4	别嚼碎我的真心，好吗
3	最近每次出去想买衣服最后都什么也没买。。都靠吃一餐[黑线][黑线][黑线]
4	对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起对不起
2	无聊的孩子举个抓。[睡觉]
3	突然间很痛恨自己跑得这么远，离朋友这么远，她不开心了难过了，我只能在网络的这头说着软而无力的话，却不能给她一个拥抱。
0	若即若离　忽冷忽热[生病]其实我很需要你[心]
4	这三个字究竟值多少...
4	我想逃
1	早上起床看见妈妈把饭菜做好，端到我面前的桌子前。还有什么不开心呢。[馋嘴]
4	纠结：一个没长大，一个无房车，最累的是要在他们面前装幼稚。
1	记录的内容包括每一天开心的事情，需要感激的事情，被肯定的事情，还有希望生活发生怎样的改变更幸福？比如，每周运动3次，每个月看两场电影，与伴侣每个星期二出去逛逛等等，每次建立新习惯时不要太多，一到两个足矣；另外，在习惯被固定下来之前，不要试图增加新的内容。
1	“我在泽国学习吉他回家，到了车站，突然心血来潮，坐在地上开始演奏，没想到半个小时赚了20块钱耶！
4	昨天打你电话你没接，发了信息又没回，中午打你电话又关机。你是怎么了麻？烦死了！！！
1	新年快到了，可以拿红包啦~~
0	她说幼儿园老师给她贴小红花，我们就说你有没有说谢谢啊？她说没有，问什么，“因为我害羞呀”，“我要是不害羞，我就不是我了”，“爸爸妈妈爷爷奶奶小时候都害羞”[嘻嘻][哈哈][可爱][ok][耶]
3	我要买把匕首防防身。。。。。
3	胖了不少
4	习惯寒冷，不渴望温暖。一个人久了，是病，冷漠的病。
1	我制造的小惊喜把我感动了，你呢？[心]
4	最无赖的莫过于某些官员：采%E
2	我们隔壁人家的猪被炮仗吓得跑出来了，然后被他们自家的炮仗吓得掉沟里了…
4	从来没见过他哭的那么伤心，大我四岁，身高一米八一的人，蹲下来抱着我像是一米一八。从来都是我对他像小妹妹一样抹眼泪，他居然哭了……说……他只是喜欢上一个人，那个人恰好和他性别一样，他做错什么了……我给那个他悄悄拨了电话。真的……为什么不能给他们一条路呢……真的好心疼。。。
1	为自己的爱好，买了一个大大的玩具，非常开心！
4	上升处女座的爹已经把我的屋子拖了三遍了，我都害怕。
4	草泥马，出去一趟啥也没干手机摔了好几个坑不说吧还把自己锁门外边了[泪]更可悲的是现在是大半夜家里还没人!!![抓狂]
3	不要急于表达你的愤怒，在事实还没有搞清楚之前。即便，事后证明你是对的，我相信，有涵养的表达比鲁莽的冲动，更具有征服人心的力量。
4	电视剧太感人，忍不住泪流满面…
1	方便面里有调料包
1	凌晨时分，母亲在喂父亲吃饭，周围世界好安静，第七年啦，相濡以沫的幸福。
0	我真的是，太不用功了。
1	再忙碌也不要让自己忘记幸福。把幸福当作一种习惯，让每一天都是糖果的味道。
1	草地上有个低两个台阶的坑，里面有俩大石头，淳妹想下去玩，把两只手分别拿着的棍子和叶子（没错都是路上捡的垃圾）都放在一只手里，腾出一只手稍微举高，意思是要我牵着她走下去，我说你自己走，她成功地走下去了很兴奋，回头看我还在上面，以为我是不敢或不会自己走下去，就伸了手过来要牵我。
3	你们他妈的没有被告知过CAD存2004，Office存2003吗！！！！！
4	说好的！不再伤害爱我的人！现在呢？
1	奶奶，我快回家啦！
6	喜欢一首歌，最好别用来当闹铃；喜欢一件事，最好别用来当工作；喜欢一个人，那最好还是在一起吧。
2	清明放假我好无聊。也好无奈呀
1	嗯，每个人的幸福都有不同的方式，没必要攀比也没必要嘲笑。我很[心]
2	大元旦的一直长膘真不吉利，继续睡个午觉减减肥[月亮]
4	对不起该结束了
3	被人瞄了78年，还不够本啊！
4	这两天在网上查看房源，发现自己想买房的念头是多么痴心妄想。这城市不是我该待的，辛苦赚来的钱不该拿来买这样的房。这也不是我想要的生活，人生不该这样委屈求全的过。命不好的人，通常不要直视三次元，现实玛丽隔壁，怕丧失努力的勇气和自信。幸福的幸是服输的服。
4	昨晚用132手机号码上网因刚发现手机能看到些视频就好奇，看入神没注意就到天亮、唉声叹气！超出流量套餐外十多元啊！网友1号再见。睡大觉了。养不起。[挖鼻屎]
4	我听闻你很想念我。
4	放假时觉得考试还早时间好充足，临近考试卧槽我怎么这个没看那个没背来不及了。心情沉重的顿时想回去睡了。
2	啊啊啊啊啊啊在追一篇连载文！好喜欢作者大大！写的文也好好看总是出人意料！而且还很会写h！！！真是太棒了
4	没腰的人何必有腰窝。
1	哈哈的窗口后是一副怎样的脸
4	吃了安定还是无法入睡的晚上
1	洗了个时间长到令人发指的澡，用钻石霜把全身好好打磨了一遍，往头发上抹了新买的moroccanoil，带着一身的白麝香味飒爽出浴，
1	其实我享受现在的生活有事等着我去做有人爱我同样也有我爱的人有关心我的人在我不开心的时候有可以倾诉给予安慰的知己在学校有挺聊得来的朋友我开始喜欢现在的生活慢慢忘却了当初的高考失败后的自卑感以及内疚其实我对生活的要求并不高对于现在我很满足
4	洗澡去老...[囧][囧][囧]
4	总是反反复复在失去各种习惯。[伤心]
4	大雨天又要悲催的去拿快递了[怒骂]
6	起床后一杯咖啡太清肠了
3	关注我，关注后，有惊喜，你懂的!63
6	成长带来的痛楚是有迹可循的，那在你的眼神里面，你的眼睛所见的所以东西，都会潜移默化的从你的眼神折射出来，纯真的，忧伤的，凶狠的，淡然的......当你累积越来越多的时候，你的眼睛就会更迷人，因为折射的东西越来越多样，光芒越来越强大。
1	好幸福哩送水果酸奶吃我真是福气多多爱你们亲[爱你]
4	我被雪藏了
4	宁愿什么都不要就是别烦我
3	下雨天，宿舍大楼不开门
3	小学生被老师安排要小贝签名事后全部遭没收。这老师也太无耻了吧……
3	刚想起来失眠的原因是晚上跑步时吃了两支快过期的含双倍咖啡因的能量胶
4	我觉得没事还是别跟别人瞎聊，当然看对方是什么样的人。别聊到头把自己怄出内伤～拜拜！拜拜！
1	第一次有这么多话费啊[泪][泪]
1	眯着眼，火车上放着汪峰的《春天里》，不知觉间眼睛里竟然噙满了泪水……
4	说爱说痛都太笼统，被故事选中，没资格懵懂。
1	车里有什么贵重的东西？比索？美金？月光宝盒？
2	"不知道失手点到了哪里，电脑就这样被我虐残了出现了""slshld""这完全不认识的单词[怒][怒][怒]"
1	真好，吃了小吃，坐了船。看到了好多不同的风景。武汉不错哦。最重要的是给自己买了个手表，很喜欢哦。[哈哈][哈哈][哈哈][哈哈]
5	上班看到橙色人下班看到橙色人，连lunchhour都见到橙色人。难道不觉得自己很standout吗
4	也会致头晕，呵护心灵多做操。1、列表化解操：写出目前最心烦的事、次要的事和小事，自劝自解或试着忘记，想想“知足常乐”等话。2、自寻乐趣操：喂喂金鱼、逗逗鸟，让生活不再无聊。3、回忆美景操：舒服地坐卧在沙发或床上，用美好回忆带来好心情。
4	内存不足需要删除
5	晚上做了梦，内容如下：有个外国人来我家，在过一个门的时候我爸爸为了避免他头撞到门楣，就用手帮他挡着，外国人以为我爸爸不尊重他，要杯葛我爸爸，我连忙用英文解释，消解了误会。我在说英文过程中，使用的英文极度不规范，勉强能让对方懂，经此一事，梦中的我发誓要把英文学好。
4	你知道我在等你吗？
4	为什么是我？
4	现在不是同事之间他家应援批我家不行的问题是队友家能批我家不行两次了一年之内
3	连续高压缺觉早起现在居然失眠了。。是很久没有过的彻底失眠。。因为很久没有想到过的又极不愿记起的人和事突然涌出来。。明天又是铁打任务必须完成现在真是万念俱灰很久没觉得自己这么凄惨过。。大概是情绪真的低落到了那个程度于是曾经类似心境下的思维记忆都一下子冒出来了吧。。真的只想说
4	郁闷呀，不知道大家有没有这样的经历，电话和网线坏了，报修，却没人来。好容易来一个人维修，还要给打车和路费，不然不来，再不就是拖着，真郁闷了。三大运营商收费要也这样，多好！！！！！
6	这就是依恋吗
3	当春晚唱起“你就是那一把火！熊熊火焰照亮了我！”我眼睛一亮丢下手中泡面站起来大吼一声“nobloodnobonenoash！尊哥！”我妈睡了我爸惊恐的看着我……
6	书读的太少就是现在的什么都理解不了[泪]
1	（3）他骄傲的说“到哪找这么好的男人啊，让你衣食无忧有空的时候还亲自下橱给你做好吃的，你看某某某回到家油瓶倒了都不扶，如果你把我弄丢了后悔去吧”每当他这样说的时候我看着他柔柔的眼神心里暖暖的。好后悔没在第一时间说出“我也爱你”但是亲爱的请相信，欠你的幸福，我会用一辈子来还。
3	跟你这种无头苍蝇谈恋爱，还不如叫我去死。
3	我擦！今儿太sui了！剪刘海遇上一腹黑理发师，从坐下开始就让俺闭上眼睛，每次想眯眼瞄瞄战果，他就立马说：闭眼闭眼！搞的老娘全程闭眼闭嘴，根本无法给出指导意见！终于剪完，睁眼一看，妈蛋！锅盖！还是被磕豁了两块的锅盖！！！[怒][怒][怒]
6	2007年的时候看，觉得好玩儿。6年以后再看，有很多值得深思的地方。赵宝刚青春三部曲第一部。
6	看到美景，美食就又想要带你来了！就像读书时站在阿尔卑斯山上，我决定将来一定要带上心爱的人，站在同样的地方，看着同样的美景，过着同样的人生！
1	祝愿那些整天在单机吧蹦达的挑货每干一件缺德事，家里就死一个人~
2	呵呵真是觉得这个世界的人八卦鸡婆的人很多
4	思念就是你加上整个世界再减去整个世界
3	什么破玩意，没水
4	考完试想要在YY大吼……有谁陪TUT…不然自己孤独寂寞啊………有意者多带几首歌【完了……招人神烦，现在求人都变成招人了…】
2	大半夜没有一个能说话的人真够寂寥的
3	刚才一边吃橘子一边擦手一边弄草图大师，结果差点把草纸给吃了T^T
1	生活如此美好！
1	独自一人的宿舍开着乱七八糟的音乐在乱七八糟地跳舞。[耶]更开心！
2	天皇皇地黄黄，风吹草低见流氓~此事无关风与月，吃什么都会长胖~左青龙右白虎全年收入贰佰伍~云想衣裳花想容，发个微博就想红！？画楼西畔桂堂东，你又不是王思聪~路见不平一声吼，满城都是单身狗。自古美人爱英雄，可惜英雄是基佬。君不见高堂明镜悲白发，想认马云当老爸~
6	和咱妈一起坐地铁，有年轻人让座，妈坐下后夸小伙子好，彼此都高高兴兴心情可好。
